,Station,Site,Parameter,Method,Lat,Lon,Date,Measurement,Unit,Event Type
3899,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-16,0.269565,Parts per million,None
3896,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-17,0.266667,Parts per million,None
3897,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-17,0.252174,Parts per million,None
3894,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-18,0.270833,Parts per million,None
3895,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-18,0.272727,Parts per million,None
3892,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-19,0.275,Parts per million,None
3893,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-19,0.272727,Parts per million,None
3890,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-20,0.275,Parts per million,None
3891,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-20,0.269565,Parts per million,None
3888,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-21,0.270833,Parts per million,None
3889,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-21,0.273913,Parts per million,None
3886,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-22,0.279167,Parts per million,None
3887,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-22,0.291304,Parts per million,None
3884,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-23,0.3,Parts per million,None
3885,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-23,0.282609,Parts per million,None
3882,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-24,0.3,Parts per million,None
3883,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-24,0.291304,Parts per million,None
3880,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-25,0.279167,Parts per million,None
3881,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-25,0.278261,Parts per million,None
3878,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-26,0.275,Parts per million,None
3879,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-26,0.282609,Parts per million,None
3876,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-27,0.320833,Parts per million,None
3877,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-27,0.326087,Parts per million,None
3874,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-28,0.3,Parts per million,None
3875,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-28,0.3,Parts per million,None
3872,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-29,0.3,Parts per million,None
3873,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-29,0.291304,Parts per million,None
3870,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-30,0.275,Parts per million,None
3871,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-30,0.252174,Parts per million,None
3868,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-31,0.295833,Parts per million,None
3869,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-08-31,0.313043,Parts per million,None
3866,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-01,0.325,Parts per million,None
3867,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-01,0.315789,Parts per million,None
3864,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-02,0.325,Parts per million,None
3865,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-02,0.308696,Parts per million,None
3862,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-03,0.291667,Parts per million,None
3863,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-03,0.282609,Parts per million,None
3860,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-04,0.264286,Parts per million,None
3861,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-04,0.276471,Parts per million,None
3858,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-05,0.316667,Parts per million,None
3859,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-05,0.33913,Parts per million,None
3856,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-06,0.320833,Parts per million,None
3857,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-06,0.317391,Parts per million,None
3854,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-07,0.3,Parts per million,None
3855,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-07,0.295652,Parts per million,None
3852,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-08,0.325,Parts per million,None
3853,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-08,0.317391,Parts per million,None
3850,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-09,0.291667,Parts per million,None
3851,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-09,0.3,Parts per million,None
3848,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-10,0.404167,Parts per million,None
3849,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-10,0.395652,Parts per million,None
3846,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-11,0.3375,Parts per million,None
3847,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-11,0.326087,Parts per million,None
3844,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-12,0.3375,Parts per million,None
3845,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-12,0.343478,Parts per million,None
3842,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-13,0.316667,Parts per million,None
3843,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-13,0.304348,Parts per million,None
3840,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-14,0.3,Parts per million,None
3841,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-14,0.313043,Parts per million,None
3838,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-15,0.3,Parts per million,None
3839,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-15,0.3,Parts per million,None
3836,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-16,0.279167,Parts per million,None
3837,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-16,0.291304,Parts per million,None
3834,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-17,0.283333,Parts per million,None
3835,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-17,0.269565,Parts per million,None
3832,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-18,0.275,Parts per million,None
3833,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-18,0.291304,Parts per million,None
3830,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-19,0.354167,Parts per million,None
3831,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-19,0.347826,Parts per million,None
3828,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-20,0.3,Parts per million,None
3829,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-20,0.3,Parts per million,None
3826,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-21,0.283333,Parts per million,None
3827,0001,San Rafael,Carbon monoxide,INSTRUMENTAL - NONDISPERSIVE INFRARED,37.97231,-122.520004,2014-09-21,0.273913,Parts per million,None
4052,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-27,4.043478,Parts per billion,None
4053,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-27,4.043478,Parts per billion,None
4050,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-28,6.268182,Parts per billion,None
4051,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-28,6.268182,Parts per billion,None
4048,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-29,7.017391,Parts per billion,None
4049,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-29,7.017391,Parts per billion,None
4046,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-30,5.578261,Parts per billion,None
4047,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-30,5.578261,Parts per billion,None
4044,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-31,6.213043,Parts per billion,None
4045,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-07-31,6.213043,Parts per billion,None
4042,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-01,6.582609,Parts per billion,None
4043,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-01,6.582609,Parts per billion,None
4040,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-02,4.5,Parts per billion,None
4041,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-02,4.5,Parts per billion,None
4038,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-03,3.204348,Parts per billion,None
4039,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-03,3.204348,Parts per billion,None
4036,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-04,4.913636,Parts per billion,None
4037,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-04,4.913636,Parts per billion,None
4034,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-05,8.786957,Parts per billion,None
4035,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-05,8.786957,Parts per billion,None
4032,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-06,9.295652,Parts per billion,None
4033,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-06,9.295652,Parts per billion,None
4030,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-07,5.43913,Parts per billion,None
4031,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-07,5.43913,Parts per billion,None
4028,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-08,5.96087,Parts per billion,None
4029,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-08,5.96087,Parts per billion,None
4026,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-09,4.430435,Parts per billion,None
4027,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-09,4.430435,Parts per billion,None
4024,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-10,3.808696,Parts per billion,None
4025,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-10,3.808696,Parts per billion,None
4022,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-11,6.559091,Parts per billion,None
4023,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-11,6.559091,Parts per billion,None
4020,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-12,5.259091,Parts per billion,None
4021,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-12,5.259091,Parts per billion,None
4018,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-13,5.09,Parts per billion,None
4019,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-13,5.09,Parts per billion,None
4016,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-14,5.186957,Parts per billion,None
4017,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-14,5.186957,Parts per billion,None
4014,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-15,6.656522,Parts per billion,None
4015,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-15,6.656522,Parts per billion,None
4012,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-16,5.356522,Parts per billion,None
4013,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-16,5.356522,Parts per billion,None
4010,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-17,4.0,Parts per billion,None
4011,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-17,4.0,Parts per billion,None
4008,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-18,4.481818,Parts per billion,None
4009,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-18,4.481818,Parts per billion,None
4006,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-19,4.6,Parts per billion,None
4007,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-19,4.6,Parts per billion,None
4004,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-20,3.830435,Parts per billion,None
4005,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-20,3.830435,Parts per billion,None
4002,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-21,5.756522,Parts per billion,None
4003,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-21,5.756522,Parts per billion,None
4000,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-22,5.347826,Parts per billion,None
4001,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-22,5.347826,Parts per billion,None
3998,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-23,4.591304,Parts per billion,None
3999,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-23,4.591304,Parts per billion,None
3996,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-24,4.643478,Parts per billion,None
3997,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-24,4.643478,Parts per billion,None
3994,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-25,4.982609,Parts per billion,None
3995,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-25,4.982609,Parts per billion,None
3992,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-26,6.091304,Parts per billion,None
3993,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-26,6.091304,Parts per billion,None
3990,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-27,8.586957,Parts per billion,None
3991,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-27,8.586957,Parts per billion,None
3988,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-28,6.743478,Parts per billion,None
3989,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-28,6.743478,Parts per billion,None
3986,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-29,6.834783,Parts per billion,None
3987,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-29,6.834783,Parts per billion,None
3984,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-30,4.121739,Parts per billion,None
3985,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-30,4.121739,Parts per billion,None
3982,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-31,4.486957,Parts per billion,None
3983,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-08-31,4.486957,Parts per billion,None
3980,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-01,6.031579,Parts per billion,None
3981,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-01,6.031579,Parts per billion,None
3978,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-02,5.347826,Parts per billion,None
3979,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-02,5.347826,Parts per billion,None
3976,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-03,6.76087,Parts per billion,None
3977,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-03,6.76087,Parts per billion,None
3974,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-04,7.435294,Parts per billion,None
3975,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-04,7.435294,Parts per billion,None
3972,0001,San Rafael,Nitrogen dioxide (NO2),INSTRUMENTAL - CHEMILUMINESCENCE,37.97231,-122.520004,2014-09-05,7.873913,Parts per billion,None
